name,age,position,height,value,national_matches,national_goals,matches20,goals20,assists20,yellow20,double_yellows20,red20,matches21,goals21,assists21,yellow21,double_yellows21,red21,matches22,goals22,assists22,yellow22,double_yellows22,red22
gabriele-zappa,23,Right-Back,1.87,2000.0,4,0,36,0,4,3,0,0,28,0,1,4,1,0,35,3,1,7,0,0
tanner-tessmann,21,Central Midfield,1.88,2000.0,1,0,7,0,0,1,0,0,23,0,0,1,0,1,34,3,2,5,1,0
luca-belardinelli,22,Defensive Midfield,1.9,2000.0,1,0,28,6,3,2,0,0,23,0,0,5,0,0,31,2,2,7,0,0
mirko-antonucci,24,Right Winger,1.78,2000.0,3,0,4,0,0,0,0,0,38,3,8,6,0,0,38,11,1,5,0,0
leonardo-mancuso,31,Centre-Forward,1.82,2000.0,0,0,39,23,5,7,0,0,30,6,1,0,0,0,33,6,3,4,0,0
yordan-osorio,29,Centre-Back,1.86,2000.0,22,0,24,0,0,2,0,0,16,0,1,2,0,0,31,0,0,4,0,0
simon-sohm,22,Defensive Midfield,1.88,2000.0,18,0,24,1,1,2,0,0,29,0,0,6,0,0,32,1,7,5,0,0
pablo-rodriguez,21,Second Striker,1.78,2000.0,0,0,20,6,3,4,0,1,27,2,2,5,0,0,21,3,2,3,0,1
hernani,29,Central Midfield,1.88,2000.0,14,0,35,7,3,11,0,0,20,0,1,0,0,0,31,7,4,6,0,0
denis-dragus,23,Centre-Forward,1.85,2000.0,5,2,10,0,0,2,1,0,30,6,2,4,0,0,26,4,0,6,0,0
adam-nagy,27,Defensive Midfield,1.78,2000.0,69,1,35,2,3,2,0,0,39,0,1,6,0,1,35,0,2,7,0,1
antonio-palumbo,26,Central Midfield,1.82,2000.0,0,0,26,1,3,5,0,0,34,3,8,6,0,0,36,5,8,8,0,0
matteo-tramoni,23,Left Winger,1.75,2000.0,1,0,12,0,0,1,0,0,42,8,3,5,0,0,32,5,2,1,0,0
luca-garritano,29,Attacking Midfield,1.72,1800.0,12,0,40,9,9,4,0,0,32,2,1,4,0,0,35,3,5,4,0,0
josep-martinez,25,Goalkeeper,1.91,1900.0,1,0,1,0,0,0,0,2,3,0,0,0,0,3,32,0,3,0,0,25
fabrizio-caligara,23,Central Midfield,1.8,1800.0,0,0,27,0,2,8,1,0,33,3,2,7,0,0,35,2,5,6,1,0
florian-aye,26,Centre-Forward,1.84,1800.0,3,0,39,17,5,2,0,0,21,5,0,0,0,0,40,9,2,0,0,0
valerio-verre,29,Attacking Midfield,1.81,1800.0,8,0,29,4,4,3,0,0,20,1,1,2,0,1,35,3,3,8,0,0
maxime-leverbe,26,Centre-Back,1.88,1800.0,0,0,30,1,0,5,0,0,42,0,1,8,0,0,18,1,0,5,1,0
adrian-benedyczak,22,Centre-Forward,1.91,1800.0,11,8,32,6,2,5,0,0,32,6,1,3,0,0,37,10,2,2,0,0
alessandro-deiola,27,Central Midfield,1.9,1800.0,0,0,27,0,0,4,0,0,35,6,1,5,0,0,31,3,2,3,0,0
nahitan-nandez,27,Central Midfield,1.72,5000.0,49,0,34,2,3,8,0,1,22,0,2,4,0,0,37,0,6,9,0,0
abdoulaye-toure,29,Defensive Midfield,1.88,1800.0,3,0,30,2,2,2,0,0,21,0,1,1,0,0,4,0,0,0,0,0
matteo-luigi-brunori,28,Centre-Forward,1.8,4500.0,0,0,34,4,3,3,0,0,47,29,5,5,0,0,38,20,4,5,0,0
walid-cheddira,25,Centre-Forward,1.87,8000.0,5,0,39,9,2,4,0,0,37,6,3,2,0,0,37,22,7,2,1,0
ludovit-reis,23,Central Midfield,1.78,6000.0,16,1,30,1,1,7,0,0,39,6,2,7,0,0,37,9,5,6,0,0
linus-gechter,19,Centre-Back,1.9,3000.0,9,0,2,0,0,0,0,0,21,2,0,2,0,0,9,0,2,1,0,0
tim-breithaupt,21,Defensive Midfield,1.92,3500.0,7,0,10,0,2,0,0,0,33,0,3,8,0,0,24,2,1,2,0,0
patric-pfeiffer,23,Centre-Back,1.96,3000.0,0,0,20,0,0,3,0,0,32,1,1,6,0,0,26,4,1,5,1,1
tim-kleindienst,27,Centre-Forward,1.94,3000.0,10,0,38,14,1,5,0,0,31,10,2,8,0,0,34,25,7,9,0,0
immanuel-pherai,22,Attacking Midfield,1.75,2500.0,3,0,28,2,3,1,0,0,32,6,7,9,0,0,29,10,7,6,0,0
michal-karbownik,22,Left-Back,1.75,3000.0,4,0,17,0,3,0,0,0,22,0,2,2,0,0,28,1,7,5,0,0
masaya-okugawa,27,Attacking Midfield,1.77,2500.0,5,1,27,4,5,0,0,0,35,9,2,0,0,0,32,6,10,2,0,0
ao-tanaka,24,Central Midfield,1.8,2500.0,19,3,21,1,5,2,0,0,30,1,1,3,0,0,25,1,3,2,0,0
dawid-kownacki,26,Centre-Forward,1.86,3000.0,7,1,28,7,5,5,0,0,25,6,4,7,0,0,35,16,10,8,0,0
ransford-yeboah-konigsdorffer,21,Right Winger,1.83,2500.0,1,0,35,8,4,5,0,0,34,5,5,6,0,0,35,10,1,4,0,1
robert-glatzel,29,Centre-Forward,1.93,2500.0,0,0,36,5,3,0,0,0,41,27,4,3,0,0,37,19,8,4,0,0
maximilian-beier,20,Centre-Forward,1.85,2500.0,7,0,29,11,9,3,0,0,34,8,7,4,0,0,35,8,0,1,0,0
ron-schallenberg,24,Defensive Midfield,1.85,2500.0,0,0,34,1,1,7,1,0,32,3,4,7,0,0,35,3,2,8,0,0
phillip-tietz,25,Centre-Forward,1.9,2500.0,2,0,38,12,7,6,0,1,35,15,9,4,0,0,37,14,5,4,0,0
jean-luc-dompe,27,Left Winger,1.7,2200.0,6,0,28,6,6,3,0,1,34,2,15,2,0,0,34,3,12,2,0,0
laszlo-benes,25,Central Midfield,1.81,2200.0,13,1,22,2,2,4,0,0,14,0,1,0,0,0,34,6,9,5,0,0
robin-hack,24,Left Winger,1.76,2200.0,5,3,24,4,5,3,0,0,32,0,3,2,0,0,37,11,9,6,0,0
oscar-vilhelmsson,19,Centre-Forward,1.88,2000.0,0,0,14,2,1,0,0,0,15,3,0,4,0,0,15,2,1,2,0,0
shinta-appelkamp,22,Attacking Midfield,1.75,2200.0,2,0,22,6,1,1,0,0,27,3,1,1,0,0,36,6,10,1,0,0
moritz-heyer,28,Right-Back,1.85,2000.0,0,0,33,2,1,5,0,0,39,6,3,7,0,0,31,3,5,8,0,0
florian-flick,23,Defensive Midfield,1.9,2000.0,1,0,37,3,0,8,0,0,29,0,1,4,0,0,27,0,0,5,0,1
jan-niklas-beste,24,Left Winger,1.74,2000.0,2,1,18,2,1,2,0,1,28,5,6,7,0,0,36,12,14,4,0,0
javi-montero,24,Centre-Back,1.85,2000.0,1,0,17,0,0,4,0,0,25,2,1,10,2,0,9,0,2,1,2,0
christoph-klarer,22,Centre-Back,1.91,2000.0,12,0,17,0,0,1,0,0,33,3,1,4,0,0,33,2,1,8,0,0
yannik-luhrs,19,Centre-Back,1.9,200,2,0,4,0,0,0,0,0,25,1,1,3,0,0,18,0,1,2,0,1
ludovit-reis,23,Central Midfield,1.78,6000.0,16,1,30,1,1,7,0,0,39,6,2,7,0,0,37,9,5,6,0,0
fabian-reese,25,Left Winger,1.87,2000.0,10,3,39,3,11,1,0,1,34,2,7,1,0,0,34,11,10,1,0,0
david-nemeth,22,Centre-Back,1.91,2000.0,8,0,34,2,1,1,0,0,7,0,0,0,0,0,8,1,0,1,0,0
lino-tempelmann,24,Central Midfield,1.74,2000.0,3,0,18,0,2,3,0,0,32,4,4,11,0,0,34,2,3,6,0,0
sebastian-schonlau,28,Centre-Back,1.88,2000.0,0,0,35,1,5,8,0,0,40,4,1,5,1,0,33,1,1,9,0,1
jakov-medic,24,Centre-Back,1.93,2000.0,0,0,41,5,6,8,0,0,34,2,2,4,0,0,30,6,0,4,0,0
filip-stojilkovic,23,Centre-Forward,1.86,2000.0,22,2,38,18,5,7,0,0,37,12,4,4,0,0,37,9,3,5,0,0
jackson-irvine,30,Central Midfield,1.89,2000.0,53,6,21,1,3,5,0,0,31,1,4,6,0,0,35,8,2,9,0,0
paul-nebel,20,Right Winger,1.69,2000.0,14,3,26,4,7,3,0,0,24,3,2,7,0,0,34,4,8,7,0,0
andras-nemeth,20,Centre-Forward,1.87,2000.0,2,1,0,0,0,0,0,0,9,4,1,1,0,0,31,4,2,0,0,0
patrick-mainka,28,Centre-Back,1.94,1800.0,0,0,34,5,3,5,0,0,33,4,1,4,0,0,36,4,1,5,0,0
marco-john,21,Left-Back,1.84,2000.0,7,0,24,0,2,2,0,0,10,0,0,0,0,0,28,0,4,3,0,0
marcel-hartel,27,Central Midfield,1.77,1800.0,9,4,23,0,0,1,0,0,34,2,8,4,0,0,36,5,8,1,0,0
marvin-pieringer,23,Centre-Forward,1.91,1800.0,0,0,34,18,2,7,0,0,27,2,2,6,0,0,26,14,10,6,1,0
filip-benkovic,25,Centre-Back,1.94,1700.0,1,0,1,0,0,0,0,0,5,0,0,1,0,0,19,0,0,2,0,0
matthias-bader,25,Right-Back,1.76,1500.0,5,0,18,0,0,2,0,0,31,1,10,6,0,0,28,2,3,1,1,0
phil-neumann,25,Centre-Back,1.92,1500.0,10,0,21,0,0,2,0,1,31,1,3,7,0,0,31,1,0,5,1,1
nicolas-gavory,28,Left-Back,1.83,1500.0,1,0,48,2,11,7,1,0,24,1,1,3,0,0,20,1,4,4,0,0
leart-paqarada,28,Left-Back,1.84,1500.0,21,1,31,1,5,4,0,0,37,3,11,3,0,0,34,3,10,4,0,0
benedikt-gimber,26,Defensive Midfield,1.87,1500.0,10,1,26,0,0,7,2,0,32,3,4,14,0,0,29,1,0,14,0,0
gustavo-puerta,19,Central Midfield,1.71,1500.0,29,5,8,0,0,2,0,0,23,3,2,6,0,0,0,0,0,0,0,0
marvin-wanitzek,30,Central Midfield,1.79,1500.0,0,0,34,6,6,9,0,0,36,10,12,6,1,0,36,11,12,5,0,0
manolis-saliakas,26,Right-Back,1.77,1500.0,2,0,36,1,1,8,0,0,36,1,4,7,0,0,34,4,4,7,0,1
yannik-luhrs,19,Centre-Back,1.9,200,2,0,4,0,0,0,0,0,25,1,1,3,0,0,18,0,1,2,0,1
branimir-hrgota,30,Centre-Forward,1.85,1500.0,3,0,34,16,8,3,0,0,35,10,6,4,0,0,34,11,4,5,0,0
armindo-sieb,20,Second Striker,1.75,1500.0,5,1,16,6,4,0,0,0,38,11,5,0,0,0,32,4,1,3,0,0
george-bello,21,Left-Back,1.7,1500.0,7,0,34,1,3,3,0,0,10,0,0,0,0,0,25,0,0,2,0,0
ludovit-reis,23,Central Midfield,1.78,6000.0,16,1,30,1,1,7,0,0,39,6,2,7,0,0,37,9,5,6,0,0
william-mikelbrencis,19,Right-Back,1.76,1500.0,2,0,0,0,0,0,0,0,24,1,2,3,0,0,13,1,0,3,0,0
havard-nielsen,29,Centre-Forward,1.87,1500.0,14,2,37,11,7,1,0,0,26,2,0,2,0,0,35,8,3,6,0,0
mathias-honsak,26,Left Winger,1.88,1500.0,0,0,30,5,6,1,0,0,32,3,3,3,0,0,16,6,1,0,0,0
jorrit-hendrix,28,Defensive Midfield,1.81,1500.0,1,0,27,0,0,3,0,0,25,1,1,4,0,0,21,0,2,5,0,0
max-christiansen,26,Defensive Midfield,1.85,1500.0,3,0,27,1,0,8,0,0,27,0,0,5,0,0,32,0,2,7,0,0
cedric-teuchert,26,Centre-Forward,1.82,1500.0,8,8,26,3,1,2,0,0,26,2,3,2,0,1,30,14,4,4,0,0
miro-muheim,25,Left-Back,1.82,1500.0,5,0,29,0,1,3,0,0,27,1,4,6,0,0,37,2,7,11,0,0
jonas-meffert,28,Defensive Midfield,1.86,1500.0,7,0,40,0,1,6,0,0,39,1,4,8,0,0,36,0,2,7,0,0
derrick-kohn,24,Left-Back,1.8,1500.0,1,0,34,0,1,3,0,1,32,1,1,1,1,0,35,5,6,7,0,0
theo-corbeanu,21,Right Winger,1.9,1500.0,7,2,26,7,2,2,0,0,35,3,4,1,0,0,33,3,1,3,0,0
braydon-manu,26,Centre-Forward,1.7,1300.0,0,0,23,4,6,2,0,0,22,4,4,6,0,0,31,7,7,4,1,0
bakery-jatta,25,Right Winger,1.84,1300.0,0,0,27,5,4,1,0,0,41,3,10,5,0,0,26,4,3,5,1,0
janni-serra,25,Centre-Forward,1.93,1300.0,16,2,37,16,5,3,0,0,27,3,2,1,0,0,33,9,0,1,0,0
kwadwo-duah,26,Centre-Forward,1.85,1300.0,4,0,37,10,3,2,0,0,39,18,6,3,0,0,37,11,2,3,0,0
marcel-sobottka,29,Defensive Midfield,1.85,1200.0,1,0,34,5,3,5,0,0,24,0,4,5,0,0,28,2,0,6,1,0
steven-skrzybski,30,Centre-Forward,1.74,1300.0,0,0,15,0,4,2,0,0,26,4,1,2,0,0,34,15,7,2,0,0
david-kinsombi,27,Central Midfield,1.83,1300.0,3,0,26,4,4,2,0,0,29,2,3,1,0,0,30,6,6,5,0,0
damian-michalski,25,Centre-Back,1.89,1200.0,0,0,14,2,0,3,0,0,29,1,4,8,0,0,29,4,3,5,0,0
jan-schoppner,23,Central Midfield,1.9,1200.0,0,0,23,0,0,2,0,0,33,1,2,4,0,0,28,1,1,3,0,0
jannes-horn,26,Left-Back,1.86,1200.0,2,0,32,0,3,7,0,0,15,0,0,3,0,0,11,0,0,4,0,0
sei-muroya,29,Right-Back,1.76,1200.0,16,0,34,0,4,3,0,0,30,0,4,3,0,0,33,3,3,5,0,0
fabian-nurnberger,23,Central Midfield,1.81,1200.0,0,0,31,3,1,7,0,0,33,3,2,6,0,0,27,1,2,8,0,0
marvin-mehlem,25,Attacking Midfield,1.74,1200.0,8,3,35,6,2,5,0,0,20,0,3,2,0,0,35,3,10,13,0,0
florent-muslija,24,Attacking Midfield,1.72,1200.0,13,1,28,5,1,3,0,0,30,8,2,1,0,0,35,10,6,7,0,0
yannik-luhrs,19,Centre-Back,1.9,200,2,0,4,0,0,0,0,0,25,1,1,3,0,0,18,0,1,2,0,1
ludovit-reis,23,Central Midfield,1.78,6000.0,16,1,30,1,1,7,0,0,39,6,2,7,0,0,37,9,5,6,0,0
lennard-maloney,23,Defensive Midfield,1.87,1200.0,1,0,34,1,1,3,0,0,29,1,0,7,0,2,34,0,1,5,0,0
georges-mikautadze,22,Centre-Forward,1.76,6000.0,14,3,24,22,2,7,0,1,34,14,2,3,0,0,40,24,9,3,0,0
josh-maja,24,Centre-Forward,1.81,4000.0,1,0,32,5,0,2,0,0,21,3,3,1,0,0,40,17,6,2,0,0
arouna-sangante,21,Centre-Back,1.89,4000.0,0,0,6,0,1,2,1,0,34,1,0,5,0,0,35,3,2,11,0,0
jean-philippe-krasso,25,Centre-Forward,1.87,4000.0,4,1,20,5,1,2,0,0,33,5,3,4,0,0,35,17,12,6,0,1
niels-nkounkou,22,Left-Back,1.8,3000.0,0,0,10,0,1,4,0,0,26,0,0,6,0,0,38,6,9,9,0,0
janis-antiste,20,Centre-Forward,1.83,3500.0,1,0,35,8,4,3,0,1,22,1,0,0,0,0,16,2,0,0,0,0
rassoul-ndiaye,21,Central Midfield,1.79,3000.0,1,0,27,0,0,2,0,0,40,5,5,5,0,0,33,1,1,7,0,0
yassine-kechta,21,Central Midfield,1.74,3000.0,0,0,6,1,0,0,0,0,17,2,3,7,1,0,29,1,3,3,0,0
gautier-larsonneur,26,Goalkeeper,1.81,3000.0,2,0,35,0,2,0,0,62,5,0,1,0,0,5,39,0,3,0,0,40
etienne-green,22,Goalkeeper,1.91,3000.0,2,0,8,0,0,0,0,8,15,0,1,0,1,27,9,0,0,0,2,14
amir-richardson,21,Central Midfield,1.95,3000.0,3,0,1,0,0,0,0,0,34,0,1,6,0,0,34,3,4,6,0,1
dilane-bakwa,20,Left Winger,1.79,3000.0,19,2,8,0,0,0,0,0,5,0,0,0,0,0,38,5,9,7,0,0
gaetan-weissbeck,26,Attacking Midfield,1.77,2500.0,0,0,37,10,4,7,0,0,37,7,5,7,0,0,32,5,7,7,0,0
mohamed-kaba,21,Defensive Midfield,1.85,2500.0,0,0,0,0,0,0,0,0,37,0,5,7,0,0,33,5,4,6,0,0
formose-mendy,22,Centre-Back,1.91,2500.0,3,0,12,0,0,3,2,0,36,2,0,3,0,0,32,1,0,5,0,0
mathieu-cafaro,26,Left Winger,1.75,2500.0,0,0,32,4,2,3,0,0,16,2,2,7,0,0,33,5,4,7,0,1
saidou-sow,20,Centre-Back,1.85,3000.0,12,0,16,0,0,0,0,0,17,2,1,4,0,0,32,0,0,4,0,0
habib-maiga,27,Defensive Midfield,1.81,2500.0,13,0,34,1,3,9,0,0,17,2,0,6,0,0,33,1,0,8,0,0
junior-mwanga,20,Centre-Back,1.84,2500.0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,1,1,0,1
loic-mbe-soh,21,Centre-Back,1.87,2500.0,6,1,8,1,0,0,0,0,4,0,0,0,0,0,23,2,0,0,0,0
jeremy-livolant,25,Centre-Forward,1.75,2500.0,1,0,36,2,2,3,0,0,41,5,2,4,0,0,40,9,11,4,0,0
samuel-ntamack,21,Centre-Forward,1.78,150,0,0,4,1,0,0,0,0,20,3,0,3,0,0,24,14,1,1,0,0
ilan-kebbal,24,Attacking Midfield,1.69,2500.0,0,0,36,3,5,4,0,0,34,1,4,2,0,0,29,4,7,1,0,0
jean-philippe-krasso,25,Centre-Forward,1.87,4000.0,4,1,20,5,1,2,0,0,33,5,3,4,0,0,35,17,12,6,0,1
loum-tchaouna,19,Right Winger,1.8,2000.0,8,3,5,3,0,0,0,0,21,6,3,2,0,0,32,2,3,1,0,0
moise-sahi-dion,21,Centre-Forward,1.75,2000.0,1,1,6,1,0,0,0,0,10,1,0,0,0,0,42,20,1,0,0,0
victor-lekhal,29,Defensive Midfield,1.87,2200.0,1,0,34,0,0,6,0,0,32,1,1,6,0,1,38,6,0,6,0,0
maxence-prevot,26,Goalkeeper,1.87,2000.0,1,0,36,0,0,0,0,31,31,0,2,0,0,26,38,0,3,0,0,41
zuriko-davitashvili,22,Right Winger,1.75,2000.0,24,3,22,0,0,5,0,0,37,10,4,4,0,0,35,7,3,2,0,0
alexandre-mendy,29,Centre-Forward,1.84,2000.0,7,0,32,5,2,5,0,0,32,16,1,4,0,2,39,21,6,7,0,0
vital-nsimba,29,Left-Back,1.69,2000.0,0,0,30,0,4,5,0,0,35,1,4,4,0,0,32,1,9,4,0,0
mamadou-fofana,25,Centre-Back,1.86,2000.0,28,1,19,0,0,2,0,0,37,0,1,2,0,0,37,1,0,5,0,0
tony-mauricio,29,Right Winger,1.69,2000.0,0,0,28,0,4,3,0,0,39,6,7,7,0,0,35,8,8,1,0,0
yvann-macon,24,Right-Back,1.77,2000.0,2,0,6,1,1,2,0,0,26,0,0,7,0,0,32,3,3,8,0,0
bilal-boutobba,24,Right Winger,1.72,2000.0,1,0,37,3,7,1,0,0,37,7,7,1,0,0,39,11,5,7,0,0
jessy-deminguet,25,Central Midfield,1.78,2000.0,3,0,35,5,5,9,0,0,34,6,9,7,0,0,19,1,2,2,0,0
gael-kakuta,31,Attacking Midfield,1.73,2000.0,14,3,36,11,5,3,0,0,31,3,3,1,0,0,24,6,2,1,0,0
samuel-grandsir,26,Right Winger,1.7,2000.0,4,0,34,3,3,4,0,0,40,4,9,5,0,0,14,2,0,2,0,0
marley-ake,22,Left Winger,1.77,2000.0,1,0,30,2,6,2,0,0,32,5,6,4,0,0,21,3,0,2,0,0
ibrahim-sissoko,27,Centre-Forward,1.92,2000.0,0,0,0,0,0,0,0,0,24,10,1,3,0,0,35,13,5,5,0,1
benjamin-bouchouari,21,Central Midfield,1.65,2000.0,0,0,34,1,2,4,0,0,37,2,6,6,0,0,35,1,0,6,0,0
fali-cande,25,Centre-Back,1.84,2000.0,16,0,23,2,0,5,0,0,29,1,5,7,0,0,40,1,0,5,0,0
matthieu-udol,27,Left-Back,1.78,2000.0,0,0,27,0,3,1,0,1,12,1,0,0,0,0,41,3,5,2,0,0
ismail-aaneba,24,Centre-Back,1.85,2000.0,1,0,4,0,0,1,0,0,37,0,1,6,0,0,30,0,1,6,0,0
jeremy-gelin,26,Centre-Back,1.83,2000.0,3,0,20,0,1,1,0,1,2,1,0,0,0,0,31,0,1,5,0,0
saad-agouzoul,25,Centre-Back,1.91,1800.0,0,0,33,1,1,8,0,0,15,0,0,2,0,0,37,1,0,6,0,0
danylo-ignatenko,26,Central Midfield,1.9,1800.0,5,1,22,1,1,9,1,1,26,3,3,8,0,1,36,2,1,12,0,0
ibrahim-cisse,27,Centre-Back,1.85,1800.0,0,0,32,0,0,2,0,0,27,0,0,2,0,0,33,0,0,2,0,0
alexi-pitu,21,Left Winger,1.78,1800.0,6,0,19,1,1,0,0,0,32,0,5,2,0,0,36,5,5,2,0,0
morgan-guilavogui,25,Right Winger,1.88,1800.0,7,0,18,0,2,3,0,0,33,14,5,6,0,0,36,18,4,8,0,0
samuel-ntamack,21,Centre-Forward,1.78,150,0,0,4,1,0,0,0,0,20,3,0,3,0,0,24,14,1,1,0,0
jean-philippe-krasso,25,Centre-Forward,1.87,4000.0,4,1,20,5,1,2,0,0,33,5,3,4,0,0,35,17,12,6,0,1
stian-gregersen,28,Centre-Back,1.91,1800.0,7,0,27,1,1,5,0,0,27,1,1,8,0,0,36,1,0,5,0,0
moussa-doumbia,28,Left Winger,1.73,1800.0,38,5,25,0,1,2,0,0,4,0,0,0,0,0,35,13,6,6,0,0
lamine-fomba,25,Defensive Midfield,1.88,1800.0,4,1,33,1,1,8,0,0,36,2,2,10,0,0,36,1,2,11,0,0
pablo-pagis,20,Centre-Forward,1.8,1500.0,0,0,6,0,0,1,0,0,23,10,2,2,0,2,35,8,4,1,0,0
paul-joly,23,Right-Back,1.82,1500.0,0,0,9,0,1,2,0,0,20,2,6,3,0,1,30,0,1,5,0,0
anthony-mandrea,26,Goalkeeper,1.86,1500.0,3,0,32,0,2,0,0,42,13,0,0,0,0,21,39,0,3,0,0,47
fransergio,32,Central Midfield,1.86,1500.0,0,0,44,8,2,11,1,1,30,1,2,10,0,0,37,4,1,5,0,0
tom-lacoux,21,Defensive Midfield,1.82,1500.0,0,0,14,0,0,3,1,0,14,0,0,5,0,0,37,0,1,7,0,0
didier-ndong,28,Central Midfield,1.79,1500.0,42,0,29,0,1,7,0,0,22,0,1,5,0,0,32,0,1,6,0,0
amine-el-ouazzani,21,Centre-Forward,1.88,1500.0,2,0,19,1,1,1,0,0,20,6,4,2,0,0,35,10,2,0,0,0
yoann-barbet,30,Centre-Back,1.87,1500.0,1,0,47,2,2,7,0,0,45,2,1,5,0,0,31,8,3,5,0,0
arthur-desmas,29,Goalkeeper,1.96,1500.0,0,0,36,0,1,0,1,22,17,0,0,0,0,35,31,0,2,0,0,16
moussa-sylla,23,Right Winger,1.81,1500.0,5,0,27,1,1,0,0,0,30,7,2,2,0,0,26,2,4,1,0,0
youssef-maziz,24,Attacking Midfield,1.75,1500.0,2,0,15,0,2,2,0,0,37,12,10,6,0,0,31,8,6,1,0,0
malcom-bokele,23,Right-Back,1.93,1500.0,0,0,0,0,0,0,0,0,17,0,0,4,1,0,32,2,0,2,0,2
aliou-badji,25,Centre-Forward,1.89,1500.0,16,0,13,3,0,3,0,0,31,14,3,6,0,0,34,5,3,7,0,0
koffi-kouao,25,Right-Back,1.73,1500.0,0,0,25,2,0,6,0,0,26,2,1,11,0,1,36,1,1,6,0,0
aldo-kalulu,27,Centre-Forward,1.66,1500.0,2,0,12,0,4,0,0,0,39,10,5,6,0,0,38,6,3,3,0,0
stefan-bajic,21,Goalkeeper,1.88,1500.0,1,0,2,0,0,0,0,5,25,0,0,0,0,36,12,0,0,0,0,26
clement-michelin,26,Right-Back,1.79,1500.0,1,0,28,0,4,2,1,1,24,0,2,2,0,0,26,0,3,1,1,0
josue-casimir,21,Right Winger,1.78,1500.0,3,3,10,2,1,1,0,0,20,5,3,1,0,0,35,2,3,7,0,0
mickael-nade,24,Centre-Back,1.93,1500.0,0,0,33,1,1,5,0,1,34,2,0,5,0,0,17,1,0,2,0,1
ali-abdi,29,Left-Back,1.83,1500.0,13,2,34,9,2,6,2,0,32,2,5,8,1,0,33,3,5,5,0,0
christopher-operi,26,Left-Back,1.83,1500.0,0,0,27,1,2,7,0,0,17,0,1,2,0,0,35,2,2,10,0,0
kevin-ndoram,27,Defensive Midfield,1.85,1500.0,2,0,6,0,0,0,0,0,19,0,0,5,0,0,26,1,0,3,0,0
samuel-ntamack,21,Centre-Forward,1.78,150,0,0,4,1,0,0,0,0,20,3,0,3,0,0,24,14,1,1,0,0
jean-philippe-krasso,25,Centre-Forward,1.87,4000.0,4,1,20,5,1,2,0,0,33,5,3,4,0,0,35,17,12,6,0,1
dennis-appiah,31,Right-Back,1.79,1500.0,1,0,25,0,2,4,0,0,37,0,0,4,0,0,41,0,2,2,0,0
andreas-schjelderup,19,Left Winger,1.76,9000.0,6,2,27,11,4,0,0,0,23,4,1,2,0,0,24,11,1,2,0,0
anton-saletros,27,Central Midfield,1.83,1500.0,1,0,31,5,7,4,1,0,28,5,8,3,1,0,16,1,1,0,0,0
casper-tengstedt,23,Centre-Forward,1.84,6000.0,5,1,40,10,4,3,0,0,42,30,15,3,0,0,11,0,1,1,0,0
bruno-costa,26,Central Midfield,1.74,2000.0,3,0,33,4,4,9,0,0,21,0,1,5,0,0,28,4,4,5,0,0
andre-gomes,18,Goalkeeper,1.82,2000.0,12,0,0,0,0,0,0,0,15,0,1,0,0,10,26,0,1,0,0,39
goncalo-borges,22,Right Winger,1.84,2000.0,2,0,32,1,2,3,0,0,30,5,4,4,0,1,37,5,2,4,0,0
arthur-chaves,22,Centre-Back,1.88,1750.0,0,0,1,0,0,0,0,0,27,1,0,9,0,1,35,1,0,14,0,0
samuel-soares,20,Goalkeeper,1.9,2000.0,5,0,19,0,5,0,0,17,27,0,4,0,1,19,21,0,4,0,0,32
mateus-sarara,20,Defensive Midfield,1.81,1500.0,0,0,13,0,1,2,0,0,19,1,0,4,0,0,10,0,2,4,0,0
diego-moreira,18,Left Winger,1.79,2000.0,12,2,6,0,0,0,0,0,28,6,7,5,0,0,30,4,4,4,1,1
rodrigo-conceicao,23,Right-Back,1.75,1500.0,3,0,30,1,3,9,0,1,16,0,2,3,0,1,34,0,3,4,0,0
roberto-massimo,22,Left Winger,1.82,1500.0,4,0,21,0,1,2,0,0,23,2,1,1,0,0,16,4,0,3,0,0
martim-neto,20,Central Midfield,1.85,1500.0,2,0,32,1,0,3,1,0,44,7,5,6,0,0,16,1,0,2,0,0
vasco-sousa,20,Attacking Midfield,1.64,1500.0,6,0,0,0,0,0,0,0,33,2,4,4,1,0,37,1,3,7,0,0
cher-ndour,18,Central Midfield,1.9,1500.0,7,1,20,1,0,4,0,0,39,4,1,8,0,0,36,4,1,7,1,0
lenny-lacroix,20,Centre-Back,1.86,1250.0,2,0,6,0,0,0,0,0,19,0,1,3,0,0,21,1,0,8,0,1
abraham-marcus,23,Left Winger,1.78,1200.0,2,0,27,11,2,5,0,0,14,0,0,2,0,1,31,9,1,4,0,1
adrian-bajrami,21,Centre-Back,1.88,1000.0,3,0,23,1,0,2,0,0,29,3,0,3,0,0,23,2,0,2,0,0
kobamelo-kodisang,23,Right Winger,1.68,900,3,1,6,1,0,0,0,0,1,0,0,0,0,0,35,13,5,3,0,0
francisco-meixedo,22,Goalkeeper,1.9,900,0,0,0,0,0,0,0,0,6,0,0,0,0,6,19,0,2,0,0,19
joao-mendes,23,Left-Back,1.79,825,0,0,0,0,0,0,0,0,26,0,2,6,0,2,33,3,3,2,0,0
tiago-coser,19,Centre-Back,1.91,800,0,0,12,0,0,0,0,0,0,0,0,0,0,0,20,1,0,9,0,0
goncalo-franco,22,Central Midfield,1.76,800,2,0,29,1,1,5,0,0,29,2,0,7,0,0,36,4,1,10,1,0
